Burden rank,State,Zone,LGA,Zero-dose children,Zero-dose rate (%),Equity index,Equity tier,Archetype,Intervention bundle,Evidence base (method and citation),Priority flag
249,Kano,North West,Rimin Gado,2449.0,28.8,56.0,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
250,Jigawa,North West,Garki,2430.0,22.1,65.8,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
251,Enugu,South East,Nsukka,2420.0,19.0,33.2,Moderate,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
252,Kano,North West,Kura,2417.0,20.5,48.6,High,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
253,Plateau,North Central,Langtang South,2397.0,40.7,51.0,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
254,Ondo,South West,Akoko North West,2393.0,22.4,31.0,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
255,Katsina,North West,Kurfi,2383.0,27.6,61.6,Critical,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
256,Niger,North Central,Wushishi,2377.0,51.1,48.6,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
257,Kano,North West,Kunchi,2359.0,26.0,55.1,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
258,Ogun,South West,Ipokia,2350.0,26.2,41.6,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
259,Kano,North West,Bagwai,2347.0,17.6,56.0,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
260,Kano,North West,Madobi,2337.0,20.6,54.7,High,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
261,Kano,North West,Kibiya,2335.0,20.4,58.2,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
262,Lagos,South West,Ifako-Ijaye,2334.0,14.4,8.6,Low,Urban Slums (better-off urban core),Targeted social mobilisation + fixed-site plus outreach hybrid + private-sector last-mile reach,"Binding constraint: residual demand-side gaps in informal settlements. Evidence-based response: demand generation, targeted social mobilisation, private-sector last-mile reach. Frameworks: WHO Behavioural and Social Drivers of vaccination; urban private-sector engagement.",Standard
263,Kwara,North Central,Kaiama,2314.0,30.6,56.5,Critical,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
264,Benue,North Central,Kwande,2304.0,23.6,49.5,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
265,Plateau,North Central,Wase,2295.0,25.6,49.7,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
266,Benue,North Central,Okpokwu,2281.0,33.2,48.0,High,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
267,Kogi,North Central,Ijumu,2273.0,34.9,38.8,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
268,Kwara,North Central,Moro,2257.0,34.0,43.8,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
269,Plateau,North Central,Mikang,2223.0,41.1,52.3,High,Conflict-Affected / Nomadic,Security-integrated microplanning + negotiated access + mobile and transit-point vaccination teams,"Binding constraint: insecurity and population mobility. Evidence-based response: negotiated access, mobile and transit-point vaccination, security-integrated microplanning. Frameworks: WHO/UNICEF immunization in conflict settings; polio Days of Tranquility; permanent transit-point strategy.",Standard
270,Jigawa,North West,Auyo,2210.0,22.8,62.0,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
271,Jigawa,North West,Gagarawa,2205.0,36.7,65.8,Critical,Remote Rural / Hard-to-Reach,Reaching-Every-Community microplanning + BHCPF-funded outreach + community health workers; co-deliver with nutrition and antenatal contacts,"Binding constraint: geographic access, low female education, weak maternal-and-child-health platform. Evidence-based response: fixed-plus-outreach integrated with nutrition and antenatal contacts. Frameworks: WHO Reaching Every District/Community; Gavi zero-dose IRMMA; WHO/UNICEF Big Catch-Up (2023).",Standard
272,Oyo,South West,Ona-Ara,2198.0,20.8,37.2,Moderate,Peri-urban / Migrant Dense (transitional),Ward-level enumeration + migrant-sensitive scheduling + Periodic Intensification of Routine Immunization,"Binding constraint: population mobility and enumeration gaps. Evidence-based response: ward enumeration, migrant-sensitive scheduling, Periodic Intensification of Routine Immunization. Frameworks: WHO PIRI; WHO/UNICEF urban microplanning.",Standard
